Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
163,Chester Rogers\RogeCh02,TEN,27,wr,16,2,43,30,69.8%,301,10.0,1,12,39,7.0,1.9,18.8,4
164,Ricky Seals-Jones\SealRi00,WAS,26,te,13,6,49,30,61.2%,271,9.0,2,14,39,5.5,2.3,20.8,0
165,Jack Doyle\DoylJa00,IND,31,,17,14,43,29,67.4%,302,10.4,3,18,34,7.0,1.7,17.8,0
166,Darrell Henderson\HendDa00,LAR,24,rb,12,10,40,29,72.5%,176,6.1,3,8,25,4.4,2.4,14.7,0
167,Josh Reynolds\ReynJo00,2TM,26,,12,5,49,29,59.2%,396,13.7,2,21,39,8.1,2.4,33.0,0
168,Randall Cobb\CobbRa00,GNB,31,wr,12,3,39,28,71.8%,375,13.4,5,21,54,9.6,2.3,31.3,1
169,Keelan Cole\ColeKe00,NYJ,28,WR,15,11,51,28,54.9%,449,16.0,1,20,54,8.8,1.9,29.9,0
170,Melvin Gordon\GordMe00,DEN,28,RB,16,16,38,28,73.7%,213,7.6,2,9,30,5.6,1.8,13.3,3
171,Jeremy McNichols\McNiJe00,TEN,26,,14,0,38,28,73.7%,240,8.6,1,11,27,6.3,2.0,17.1,0
172,Jonnu Smith\SmitJo01,NWE,26,TE,16,11,45,28,62.2%,294,10.5,1,15,28,6.5,1.8,18.4,1
173,Ryan Griffin\GrifRy00,NYJ,31,TE,14,12,42,27,64.3%,261,9.7,2,14,29,6.2,1.9,18.6,1
174,Mark Ingram\IngrMa01,2TM,32,,14,10,35,27,77.1%,162,6.0,0,9,34,4.6,1.9,11.6,1
175,Samaje Perine\PeriSa00,CIN,26,,16,0,31,27,87.1%,196,7.3,1,9,23,6.3,1.7,12.3,0
176,Adam Trautman\TrauAd00,NOR,24,te,13,10,43,27,62.8%,263,9.7,2,13,32,6.1,2.1,20.2,1
177,Sammy Watkins\WatkSa00,BAL,28,wr,13,9,49,27,55.1%,394,14.6,1,17,49,8.0,2.1,30.3,1
178,Damiere Byrd\ByrdDa00,CHI,28,wr,17,4,38,26,68.4%,329,12.7,1,18,54,8.7,1.5,19.4,1
179,Hayden Hurst\HursHa00,ATL,28,te,13,5,31,26,83.9%,221,8.5,3,11,33,7.1,2.0,17.0,3
180,Kyle Rudolph\RudoKy00,NYG,32,,16,13,39,26,66.7%,257,9.9,1,12,60,6.6,1.6,16.1,0
181,Miles Sanders\SandMi01,PHI,24,RB,12,12,34,26,76.5%,158,6.1,0,6,25,4.6,2.2,13.2,1
182,Darius Slayton\SlayDa01,NYG,24,wr,13,5,58,26,44.8%,339,13.0,2,14,42,5.8,2.0,26.1,1
183,Marquez Valdes-Scantling\ValdMa00,GNB,27,wr,11,7,55,26,47.3%,430,16.5,3,18,75,7.8,2.4,39.1,0
184,Jamaal Williams\WillJa06,DET,26,RB,13,11,28,26,92.9%,157,6.0,0,6,15,5.6,2.0,12.1,1
185,Rex Burkhead\BurkRe00,HOU,31,rb,16,5,32,25,78.1%,186,7.4,0,9,20,5.8,1.6,11.6,1
186,Josiah Deguara\DeguJo00,GNB,24,te,16,2,33,25,75.8%,245,9.8,2,9,62,7.4,1.6,15.3,0
187,Chuba Hubbard\HubbCh01,CAR,22,rb,17,10,37,25,67.6%,174,7.0,1,8,33,4.7,1.5,10.2,1
188,Demarcus Robinson\RobiDe01,KAN,27,wr,17,10,41,25,61.0%,264,10.6,3,13,33,6.4,1.5,15.5,0
189,Tajae Sharpe\SharTa00,ATL,27,wr,15,7,37,25,67.6%,230,9.2,0,14,17,6.2,1.7,15.3,0
190,Freddie Swain\SwaiFr00,SEA,23,wr,17,8,40,25,62.5%,343,13.7,4,12,68,8.6,1.5,20.2,1
191,Albert Wilson\WilsAl02,MIA,29,wr,14,5,39,25,64.1%,213,8.5,0,10,64,5.5,1.8,15.2,0
192,Jamal Agnew\AgneJa00,JAX,26,wr,10,2,39,24,61.5%,229,9.5,1,14,29,5.9,2.4,22.9,1
193,Jordan Akins\AkinJo00,HOU,29,te,13,3,33,24,72.7%,214,8.9,0,11,31,6.5,1.8,16.5,2
194,Mo Alie-Cox\AlieMo00,IND,28,te,17,7,45,24,53.3%,316,13.2,4,14,37,7.0,1.4,18.6,1
195,Danny Amendola\AmenDa00,HOU,36,,8,0,38,24,63.2%,248,10.3,3,10,39,6.5,3.0,31.0,1
196,Tavon Austin\AustTa00,JAX,31,wr,13,3,37,24,64.9%,213,8.9,1,11,25,5.8,1.8,16.4,1
197,DeAndre Carter\CartDe02,WAS,28,wr,17,6,44,24,54.5%,296,12.3,3,17,26,6.7,1.4,17.4,3
198,Rashard Higgins\HiggRa00,CLE,27,wr,15,4,47,24,51.1%,275,11.5,1,16,21,5.9,1.6,18.3,0
199,Jauan Jennings\JennJa00,SFO,24,wr,16,1,38,24,63.2%,282,11.8,5,15,34,7.4,1.5,17.6,1
200,James O'Shaughnessy\O'ShJa00,JAX,29,te,7,6,34,24,70.6%,244,10.2,0,10,30,7.2,3.4,34.9,0
201,Henry Ruggs III\RuggHe00,LVR,22,,7,7,36,24,66.7%,469,19.5,2,16,61,13.0,3.4,67.0,0
202,James Washington\WashJa00,PIT,25,wr,15,2,44,24,54.5%,285,11.9,2,9,42,6.5,1.6,19.0,0
203,Giovani Bernard\BernGi00,TAM,30,,12,0,29,23,79.3%,123,5.3,3,8,32,4.2,1.9,10.3,1
204,Pharaoh Brown\BrowPh01,HOU,27,TE,15,12,34,23,67.6%,171,7.4,0,6,29,5.0,1.5,11.4,1
205,Jamycal Hasty\HastJa02,SFO,25,,11,0,29,23,79.3%,157,6.8,0,7,23,5.4,2.1,14.3,2
206,T.Y. Hilton\HiltT.00,IND,32,wr,10,9,37,23,62.2%,331,14.4,3,15,52,8.9,2.3,33.1,0
207,Marcedes Lewis\LewiMa00,GNB,37,TE,17,17,28,23,82.1%,214,9.3,0,10,23,7.6,1.4,12.6,1
208,Zack Moss\MossZa00,BUF,24,,13,0,32,23,71.9%,197,8.6,1,12,24,6.2,1.8,15.2,2
209,Chris Conley\ConlCh00,HOU,29,wr,16,10,37,22,59.5%,323,14.7,2,15,41,8.7,1.4,20.2,1
210,Kareem Hunt\HuntKa00,CLE,26,rb,8,1,27,22,81.5%,174,7.9,0,10,23,6.4,2.8,21.8,0
211,Justin Jackson\JackJu01,LAC,25,rb,14,2,25,22,88.0%,178,8.1,0,8,25,7.1,1.6,12.7,1
212,Harrison Bryant\BryaHa00,CLE,23,te,16,3,28,21,75.0%,233,11.1,3,14,41,8.3,1.3,14.6,0
213,DeeJay Dallas\DallDe00,SEA,23,,17,0,23,21,91.3%,133,6.3,0,4,29,5.8,1.2,7.8,1
214,Will Dissly\DissWi00,SEA,25,TE,15,14,26,21,80.8%,231,11.0,1,11,39,8.9,1.4,15.4,1
215,Sony Michel\MichSo00,LAR,26,rb,17,7,33,21,63.6%,128,6.1,1,6,24,3.9,1.2,7.5,1
216,Chris Moore\MoorCh00,HOU,28,wr,12,1,22,21,95.5%,227,10.8,2,6,67,10.3,1.8,18.9,0
217,John Bates\BateJo00,WAS,24,te,17,8,25,20,80.0%,249,12.5,1,11,32,10.0,1.2,14.6,1
218,Nick Chubb*\ChubNi00,CLE,26,RB,14,14,25,20,80.0%,174,8.7,1,9,40,7.0,1.4,12.4,2
219,Marquise Goodwin\GoodMa00,CHI,31,wr,14,2,40,20,50.0%,313,15.7,1,12,50,7.8,1.4,22.4,1
220,DeSean Jackson\JackDe00,2TM,35,,16,4,34,20,58.8%,454,22.7,2,12,75,13.4,1.3,28.4,1
221,Brevin Jordan\JordBr00,HOU,21,te,9,2,28,20,71.4%,178,8.9,3,10,27,6.4,2.2,19.8,0
222,Isaiah McKenzie\McKeIs00,BUF,26,wr,15,2,26,20,76.9%,178,8.9,1,13,28,6.8,1.3,11.9,2
223,Donald Parham\ParhDo00,LAC,24,te,14,9,27,20,74.1%,190,9.5,3,13,22,7.0,1.4,13.6,0
224,Tommy Tremble\TremTo00,CAR,21,TE,16,11,35,20,57.1%,180,9.0,1,10,30,5.1,1.3,11.3,0
225,Clyde Edwards-Helaire\EdwaCl00,KAN,22,rb,10,10,23,19,82.6%,129,6.8,2,8,29,5.6,1.9,12.9,2
226,Zach Gentry\GentZa00,PIT,25,TE,17,12,25,19,76.0%,167,8.8,0,11,25,6.7,1.1,9.8,0
227,Dontrell Hilliard\HillDo00,TEN,26,rb,8,5,26,19,73.1%,87,4.6,0,7,28,3.3,2.4,10.9,2
228,D'Ernest Johnson\JohnDE04,CLE,25,rb,17,2,25,19,76.0%,137,7.2,0,7,18,5.5,1.1,8.1,1
229,Elijah Mitchell\MitcEl00,SFO,23,rb,11,10,20,19,95.0%,137,7.2,1,6,14,6.9,1.7,12.5,0
230,Antoine Wesley\WeslAn01,ARI,24,wr,15,4,32,19,59.4%,208,10.9,3,9,33,6.5,1.3,13.9,0
231,Demetric Felton\FeltDe00,CLE,23,rb,16,2,21,18,85.7%,181,10.1,2,10,33,8.6,1.1,11.3,4
232,Damien Harris\HarrDa06,NWE,24,RB,15,15,21,18,85.7%,132,7.3,0,4,21,6.3,1.2,8.8,2
233,Derrick Henry\HenrDe00,TEN,27,rb,8,8,20,18,90.0%,154,8.6,0,7,16,7.7,2.3,19.3,1
234,Ian Thomas\ThomIa00,CAR,25,TE,17,13,30,18,60.0%,188,10.4,0,6,41,6.3,1.1,11.1,0
235,Logan Thomas\ThomLo00,WAS,30,te,6,6,25,18,72.0%,196,10.9,3,10,35,7.8,3.0,32.7,1
236,Robert Tonyan\TonyRo00,GNB,27,te,8,5,29,18,62.1%,204,11.3,2,10,33,7.0,2.3,25.5,0
237,Brandon Zylstra\ZylsBr00,CAR,28,wr,13,3,25,18,72.0%,250,13.9,1,10,55,10.0,1.4,19.2,0
238,C.J. Ham\HamxC.00,MIN,28,fb,17,8,18,17,94.4%,125,7.4,0,6,27,6.9,1.0,7.4,0
239,Terrace Marshall Jr.\MarsTe00,CAR,21,wr,13,3,30,17,56.7%,138,8.1,0,7,23,4.6,1.3,10.6,0
240,Stephen Anderson\AndeSt01,LAC,28,te,17,4,19,16,84.2%,165,10.3,1,9,34,8.7,0.9,9.7,0
241,Noah Brown\BrowNo00,DAL,25,wr,13,1,25,16,64.0%,184,11.5,0,6,27,7.4,1.2,14.2,0
242,Travis Homer\HomeTr00,SEA,23,,14,0,20,16,80.0%,161,10.1,0,8,31,8.1,1.1,11.5,0
243,Tyler Kroft\KrofTy00,NYJ,29,te,9,6,25,16,64.0%,173,10.8,1,9,26,6.9,1.8,19.2,0
244,Ty Montgomery\MontTy01,NOR,28,wr,14,3,26,16,61.5%,95,5.9,0,5,21,3.7,1.1,6.8,0
245,James Proche\ProcJa00,BAL,25,,14,0,20,16,80.0%,202,12.6,0,10,32,10.1,1.1,14.4,0
246,Damien Williams\WillDa05,CHI,29,rb,12,2,23,16,69.6%,103,6.4,1,3,23,4.5,1.3,8.6,0
247,Maxx Williams\WillMa04,ARI,27,te,5,5,17,16,94.1%,193,12.1,1,9,34,11.4,3.2,38.6,0
248,Quintez Cephus\CephQu00,DET,23,wr,5,3,22,15,68.2%,204,13.6,2,9,46,9.3,3.0,40.8,0
249,Chris Evans\EvanCh02,CIN,24,rb,14,1,17,15,88.2%,151,10.1,2,6,24,8.9,1.1,10.8,0
250,Kendall Hinton\HintKe00,DEN,24,wr,16,1,23,15,65.2%,175,11.7,1,10,40,7.6,0.9,10.9,0
251,Mohamed Sanu\SanuMo00,SFO,32,,8,0,24,15,62.5%,177,11.8,0,12,21,7.4,1.9,22.1,0
252,Cam Sims\SimsCa00,WAS,25,wr,14,3,23,15,65.2%,211,14.1,2,11,43,9.2,1.1,15.1,0
253,JuJu Smith-Schuster\SmitJu00,PIT,25,,5,5,28,15,53.6%,129,8.6,0,6,24,4.6,3.0,25.8,0
254,Jimmy Graham\GrahJi00,CHI,35,te,15,6,23,14,60.9%,167,11.9,3,10,28,7.3,0.9,11.1,0
255,Khalil Herbert\HerbKh00,CHI,23,rb,17,2,16,14,87.5%,96,6.9,0,6,20,6.0,0.8,5.6,1
256,Mack Hollins\HollMa00,MIA,28,wr,17,3,28,14,50.0%,223,15.9,4,11,65,8.0,0.8,13.1,0
257,O.J. Howard\HowaO.00,TAM,27,te,17,9,21,14,66.7%,135,9.6,1,10,21,6.4,0.8,7.9,0
258,MyCole Pruitt\PruiMy00,TEN,29,te,16,9,18,14,77.8%,145,10.4,3,10,22,8.1,0.9,9.1,0
259,Rhamondre Stevenson\StevRh00,NWE,23,rb,12,2,18,14,77.8%,123,8.8,0,3,41,6.8,1.2,10.3,2
260,Ashton Dulin\DuliAs00,IND,24,wr,17,1,22,13,59.1%,173,13.3,2,9,62,7.9,0.8,10.2,0
261,KhaDarel Hodge\HodgKh00,DET,26,wr,16,1,27,13,48.1%,157,12.1,0,7,42,5.8,0.8,9.8,0
262,Lil'Jordan Humphrey\HumpLi01,NOR,23,wr,10,4,18,13,72.2%,249,19.2,2,9,56,13.8,1.3,24.9,0
263,Juwan Johnson\JohnJu02,NOR,25,te,14,2,22,13,59.1%,159,12.2,4,12,27,7.2,0.9,11.4,0
264,Jerick McKinnon\McKiJe00,KAN,29,,13,0,20,13,65.0%,107,8.2,1,6,14,5.4,1.0,8.2,0
265,Dare Ogunbowale\OgunDa00,JAX,27,rb,17,2,21,13,61.9%,114,8.8,1,3,28,5.4,0.8,6.7,0
266,Boston Scott\ScotBo02,PHI,26,rb,16,4,16,13,81.3%,83,6.4,0,3,19,5.2,0.8,5.2,1
267,Salvon Ahmed\AhmeSa01,MIA,23,,12,0,19,12,63.2%,117,9.8,0,4,18,6.2,1.0,9.8,0
268,Dyami Brown\BrowDy00,WAS,22,wr,15,6,25,12,48.0%,165,13.8,0,6,48,6.6,0.8,11.0,0
269,Eric Ebron\EbroEr00,PIT,28,,8,3,18,12,66.7%,84,7.0,1,6,19,4.7,1.5,10.5,0
270,Isaiah Ford\FordIs00,MIA,25,wr,13,2,17,12,70.6%,161,13.4,2,7,52,9.5,0.9,12.4,0
271,N'Keal Harry\HarrNK00,NWE,24,wr,12,4,22,12,54.5%,184,15.3,0,7,43,8.4,1.0,15.3,1
272,Carlos Hyde\HydeCa00,JAX,31,,12,2,21,12,57.1%,65,5.4,0,1,9,3.1,1.0,5.4,2
273,Jalen Richard\RichJa01,LVR,28,,10,0,14,12,85.7%,72,6.0,0,4,19,5.1,1.2,7.2,0
274,Adam Shaheen\ShahAd00,MIA,27,te,12,7,16,12,75.0%,110,9.2,0,5,21,6.9,1.0,9.2,0
275,Malik Turner\TurnMa00,DAL,25,,14,0,16,12,75.0%,149,12.4,3,8,61,9.3,0.9,10.6,0
276,James White\WhitJa02,NWE,29,,3,0,14,12,85.7%,94,7.8,0,5,28,6.7,4.0,31.3,0
277,Brock Wright\WrigBr01,DET,23,te,10,5,17,12,70.6%,117,9.8,2,6,36,6.9,1.2,11.7,0
278,Tevin Coleman\ColeTe01,NYJ,28,rb,11,5,16,11,68.8%,49,4.5,0,2,11,3.1,1.0,4.5,0
279,Kylen Granson\GranKy00,IND,23,,17,0,15,11,73.3%,106,9.6,0,4,27,7.1,0.6,6.2,0
280,Jakeem Grant*\GranJa00,2TM,29,,15,0,17,11,64.7%,132,12.0,2,7,46,7.8,0.7,8.8,3
281,Blake Jarwin\JarwBl00,DAL,27,,8,5,17,11,64.7%,96,8.7,2,5,20,5.6,1.4,12.0,0
282,Collin Johnson\JohnCo01,NYG,24,wr,12,1,21,11,52.4%,105,9.5,0,6,16,5.0,0.9,8.8,0
283,Breshad Perriman\PerrBr02,TAM,28,,6,0,18,11,61.1%,167,15.2,1,5,58,9.3,1.8,27.8,0
284,John Ross\RossJo00,NYG,26,wr,10,1,20,11,55.0%,224,20.4,1,8,51,11.2,1.1,22.4,1
285,Drew Sample\SampDr00,CIN,25,te,17,8,15,11,73.3%,81,7.4,0,3,19,5.4,0.6,4.8,0
286,Ben Skowronek\SkowBe00,LAR,24,wr,14,1,20,11,55.0%,133,12.1,0,7,35,6.7,0.8,9.5,0
287,Peyton Barber\BarbPe01,LVR,27,rb,10,1,13,10,76.9%,67,6.7,0,3,23,5.2,1.0,6.7,2
288,Trinity Benson\BensTr00,DET,24,wr,8,2,22,10,45.5%,103,10.3,0,4,24,4.7,1.3,12.9,0
289,Parris Campbell\CampPa00,IND,24,wr,6,3,20,10,50.0%,162,16.2,1,7,51,8.1,1.7,27.0,0
290,D'Wayne Eskridge\EskrDW00,SEA,24,,10,0,20,10,50.0%,64,6.4,1,4,17,3.2,1.0,6.4,0
291,Royce Freeman\FreeRo00,2TM,25,,15,0,16,10,62.5%,77,7.7,0,4,12,4.8,0.7,5.1,0
292,Cyril Grayson\GrayCy01,TAM,28,wr,5,3,12,10,83.3%,212,21.2,2,8,62,17.7,2.0,42.4,0
293,Alec Ingold\IngoAl01,LVR,25,fb,9,3,12,10,83.3%,85,8.5,1,4,29,7.1,1.1,9.4,0
294,Ronald Jones II\JoneRo01,TAM,24,rb,16,3,13,10,76.9%,64,6.4,0,2,15,4.9,0.6,4.0,2
295,Latavius Murray\MurrLa00,BAL,31,rb,14,6,13,10,76.9%,75,7.5,0,2,18,5.8,0.7,5.4,0
296,Jaret Patterson\PattJa01,WAS,22,rb,17,1,11,10,90.9%,73,7.3,0,5,12,6.6,0.6,4.3,1
297,Dante Pettis\PettDa00,NYG,26,,3,0,16,10,62.5%,87,8.7,1,5,27,5.4,3.3,29.0,1
298,Anthony Schwartz\SchwAn00,CLE,21,wr,14,2,23,10,43.5%,135,13.5,1,6,44,5.9,0.7,9.6,0
299,Dede Westbrook\WestDe00,MIN,28,,15,0,15,10,66.7%,68,6.8,0,3,17,4.5,0.7,4.5,2
300,Blake Bell\BellBl00,KAN,30,te,16,5,13,9,69.2%,87,9.7,0,4,24,6.7,0.6,5.4,0
301,Alex Collins\CollAl00,SEA,27,rb,11,6,10,9,90.0%,87,9.7,0,3,28,8.7,0.8,7.9,1
302,D'Onta Foreman\ForeDO00,TEN,25,rb,9,3,11,9,81.8%,123,13.7,0,6,39,11.2,1.0,13.7,2
303,Jacob Hollister\HollJa03,JAX,28,te,7,2,14,9,64.3%,55,6.1,1,2,11,3.9,1.3,7.9,0
304,Marcus Johnson\JohnMa07,TEN,27,wr,7,3,19,9,47.4%,160,17.8,0,7,50,8.4,1.3,22.9,0
305,Dax Milne\MilnDa00,WAS,22,wr,13,1,14,9,64.3%,83,9.2,0,4,22,5.9,0.7,6.4,1
306,Josh Oliver\OlivJo00,BAL,24,te,14,1,15,9,60.0%,66,7.3,0,4,19,4.4,0.6,4.7,1
307,Elijhaa Penny\PennEl00,NYG,28,rb,17,3,13,9,69.2%,30,3.3,1,4,16,2.3,0.5,1.8,0
308,Trent Sherfield\SherTr00,SFO,25,wr,17,1,20,9,45.0%,87,9.7,1,7,18,4.4,0.5,5.1,0
309,Keith Smith\SmitKe03,ATL,29,fb,17,8,10,9,90.0%,56,6.2,0,3,11,5.6,0.5,3.3,0
310,Lee Smith\SmitLe00,ATL,34,,16,6,11,9,81.8%,65,7.2,1,3,22,5.9,0.6,4.1,0
311,Equanimeous St. Brown\St.BEq00,GNB,25,wr,13,2,17,9,52.9%,98,10.9,0,6,26,5.8,0.7,7.5,0
312,Tommy Sweeney\SweeTo00,BUF,26,te,13,3,12,9,75.0%,44,4.9,1,3,13,3.7,0.7,3.4,1
313,Nick Vannett\VannNi00,NOR,28,te,7,2,15,9,60.0%,133,14.8,1,7,30,8.9,1.3,19.0,0
314,Ty'Son Williams\WillTy01,BAL,25,rb,13,3,12,9,75.0%,84,9.3,0,4,21,7.0,0.7,6.5,1
315,Derrick Gore\GoreDe00,KAN,27,,11,0,9,8,88.9%,105,13.1,0,3,50,11.7,0.7,9.5,0
316,Denzel Mims\MimsDe00,NYJ,24,wr,11,3,23,8,34.8%,133,16.6,0,5,40,5.8,0.7,12.1,0
317,Patrick Ricard*\RicaPa00,BAL,27,FB,13,11,13,8,61.5%,63,7.9,1,3,22,4.8,0.6,4.8,0
318,Eric Saubert\SaubEr00,DEN,27,te,17,4,12,8,66.7%,47,5.9,1,2,11,3.9,0.5,2.8,0
319,Jeff Smith\SmitJe03,NYJ,24,wr,12,3,17,8,47.1%,113,14.1,0,6,35,6.6,0.7,9.4,0
320,Juwann Winfree\WinfJu00,GNB,25,,7,0,13,8,61.5%,58,7.3,0,5,12,4.5,1.1,8.3,2
321,Matt Breida\BreiMa00,BUF,26,,9,0,9,7,77.8%,72,10.3,2,4,23,8.0,0.8,8.0,1
322,DJ Chark\CharDJ00,JAX,25,wr,4,4,22,7,31.8%,154,22.0,2,7,41,7.0,1.8,38.5,0
323,Phillip Dorsett\DorsPh00,3TM,28,,6,0,14,7,50.0%,110,15.7,0,3,36,7.9,1.2,18.3,0
324,Luke Farrell\FarrLu00,JAX,24,te,15,4,11,7,63.6%,56,8.0,0,3,21,5.1,0.5,3.7,1
325,Noah Gray\GrayNo00,KAN,22,te,16,1,10,7,70.0%,36,5.1,1,2,8,3.6,0.4,2.3,0
326,Penny Hart\HartPe01,SEA,25,,17,0,12,7,58.3%,59,8.4,0,3,16,4.9,0.4,3.5,0
327,Godwin Igwebuike\IgweGo00,DET,27,rb,17,1,10,7,70.0%,60,8.6,0,4,18,6.0,0.4,3.5,2
328,Jesse James\JameJe00,CHI,27,te,14,9,8,7,87.5%,62,8.9,1,3,19,7.8,0.5,4.4,0
329,Craig Reynolds\ReynCr00,DET,25,,5,2,8,7,87.5%,52,7.4,0,3,14,6.5,1.4,10.4,0
330,Greg Ward\WardGr02,PHI,26,,17,0,11,7,63.6%,95,13.6,3,4,27,8.6,0.4,5.6,0
331,Jeff Wilson\WilsJe01,SFO,26,rb,9,4,8,7,87.5%,31,4.4,0,1,11,3.9,0.8,3.4,1
