Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
174,Byron Murphy\MurpBy00,ARI,22,rcb,15,7,0,0,0,0,8,0,0,2,3,0,2.0,51,40,11,3,2,
175,Grover Stewart\StewGr00,IND,27,RDT,16,16,0,0,0,0,1,,,,,,0.5,53,40,13,6,5,
176,Kwon Alexander\AlexKw00,2TM,26,,12,12,0,0,0,0,4,2,0,2,20,0,1.0,57,39,18,3,2,
177,Pierre Desir\DesiPi00,2TM,30,,12,8,3,58,1,35,8,1,0,0,0,0,0.0,49,39,10,2,0,
178,Bobby McCain\McCaBo01,MIA,27,SS,16,15,1,19,0,19,5,,,,,,0.0,46,39,7,0,2,
179,Robert Spillane\SpilRo00,PIT,25,lilb,12,7,1,33,1,33,4,0,0,1,0,0,2.0,45,39,6,4,3,
180,Marcus Williams\WillMa06,NOR,24,FS,14,14,3,37,0,20,7,,,,,,0.0,59,39,20,0,0,
181,Kendall Fuller\FullKe00,WAS,25,LCB,14,14,4,0,0,0,11,,,,,,0.0,50,38,12,1,0,
182,William Jackson III\JackWi02,CIN,28,RCB,14,14,1,30,0,30,11,,,,,,0.0,45,38,7,1,0,
183,LeShaun Sims\SimsLe00,CIN,27,lcb,13,10,1,0,0,0,4,,,,,,0.0,52,38,14,0,0,
184,Charvarius Ward\WardCh01,KAN,24,LCB,14,13,0,0,0,0,6,,,,,,1.0,51,38,13,1,3,
185,Denzel Ward\WardDe02,CLE,23,LCB,12,12,2,0,0,0,18,1,0,0,0,0,0.0,46,38,8,1,1,
186,DeForest Buckner +\BuckDe00,IND,26,LDT,15,14,0,0,0,0,3,2,0,1,0,0,9.5,58,37,21,10,26,1
187,T.J. Edwards\EdwaTJ02,PHI,24,MLB,12,12,1,13,0,13,1,2,0,0,0,0,2.0,70,37,33,5,2,
188,Tre Flowers\FlowTr01,SEA,25,rcb,12,7,0,0,0,0,2,1,0,0,0,0,0.0,47,37,10,1,0,
189,Lawrence Guy\GuyxLa00,NWE,30,LDT,14,14,,,,,,0,0,1,0,0,2.0,57,37,20,4,7,
190,Harvey Langi\LangHa00,NYJ,28,lilb,14,6,0,0,0,0,1,0,0,1,0,0,0.0,60,37,23,0,1,
191,Tarvarius Moore\MoorTa00,SFO,24,ss,16,8,0,0,0,0,1,1,0,1,3,0,0.0,52,37,15,1,0,
192,Nickell Robey-Coleman\RobeNi00,PHI,28,lcb,15,7,0,0,0,0,1,1,0,1,0,0,0.0,44,37,7,2,0,
193,Kendall Sheffield\ShefKe00,ATL,24,lcb,13,9,0,0,0,0,3,1,0,0,0,0,0.0,51,37,14,0,0,
194,Darious Williams\WillDa09,LAR,27,rilb,16,10,4,21,0,19,14,,,,,,0.0,44,37,7,1,0,
195,Jonathan Allen\AlleJo01,WAS,25,RDT,16,16,,,,,,0,0,1,0,0,2.0,63,36,27,3,14,1
196,Bryce Callahan\CallBr00,DEN,29,rcb,10,10,2,0,0,0,5,0,0,1,0,0,0.0,42,36,6,1,0,
197,Cameron Dantzler\DantCa00,MIN,22,lcb,11,10,2,0,0,0,4,1,0,1,0,0,0.0,46,36,10,3,0,
198,Casey Hayward\HaywCa00,LAC,31,RCB,14,13,1,9,0,9,8,,,,,,0.0,41,36,5,0,0,
199,Avonte Maddox\MaddAv00,PHI,24,lcb,10,8,0,0,0,0,3,,,,,,0.0,40,36,4,1,0,
200,Nik Needham\NeedNi00,MIA,24,db,16,6,2,1,0,1,7,,,,,,1.0,58,36,22,1,1,
201,Kevin Pierre-Louis\PierKe00,WAS,29,RLB,13,11,0,0,0,0,2,1,0,0,0,0,1.0,56,36,20,3,2,
202,Jalen Ramsey*+\RamsJa00,LAR,26,RCB,15,15,1,2,0,2,9,,,,,,0.0,44,36,8,2,1,
203,J.J. Watt\WattJ.00,HOU,31,LDE,16,16,1,19,1,19,7,2,0,1,0,0,5.0,52,36,16,14,17,
204,Rock Ya-Sin\Ya-SRo00,IND,24,lcb,13,8,1,0,0,0,7,1,0,0,0,0,0.0,45,36,9,0,0,
205,Julian Blackmon\BlacJu01,IND,22,FS,15,14,2,19,0,15,6,1,0,0,0,0,0.0,42,35,7,3,0,
206,Jordyn Brooks\BrooJo01,SEA,23,lb,14,6,0,0,0,0,2,,,,,,0.0,57,35,22,2,0,
207,Brian Burns\BurnBr00,CAR,22,LDE,15,14,0,0,0,0,4,3,0,0,0,0,9.0,58,35,23,8,21,
208,Marcus Epps\EppsMa00,PHI,24,db,14,5,2,0,0,0,4,,,,,,0.0,47,35,12,0,0,
209,Brandon Graham*\GrahBr99,PHI,32,RDE,16,16,,,,,,2,0,1,0,0,8.0,46,35,11,13,16,
210,Amani Hooker\HookAm00,TEN,22,fs,16,3,4,11,0,6,8,,,,,,0.0,51,35,16,1,0,
211,Sebastian Joseph\JoseSe00,LAR,25,NT,16,16,0,0,0,0,3,1,0,0,0,0,1.0,55,35,20,1,4,
212,Matt Milano\MilaMa00,BUF,26,llb,10,5,1,0,0,0,3,,,,,,3.5,45,35,10,4,9,
213,Xavier Rhodes\RhodXa00,IND,30,RCB,16,16,2,44,1,44,12,,,,,,0.0,42,35,7,0,0,
214,Sheldon Richardson\RichSh00,CLE,30,LDT,16,16,0,0,0,0,3,1,0,0,0,0,4.5,64,35,29,5,10,
215,Za'Darius Smith*\SmitZa00,GNB,28,ROLB,16,16,0,0,0,0,2,4,0,2,0,0,12.5,52,35,17,12,23,
216,Andrew Wingard\WingAn01,JAX,24,fs,13,4,2,31,0,19,5,0,0,1,17,0,0.0,50,35,15,3,0,
217,Chris Banjo\BanjCh00,ARI,30,fs,13,4,0,0,0,0,1,,,,,,0.0,48,34,14,1,1,
218,Juston Burris\BurrJu00,CAR,27,SS,13,12,1,0,0,0,4,,,,,,0.0,53,34,19,3,1,
219,Tae Crowder\CrowTa00,NYG,23,rilb,11,6,0,0,0,0,1,0,0,1,43,1,1.0,57,34,23,3,3,
220,J.C. Jackson\JackJ.00,NWE,25,LCB,16,11,9,80,0,30,14,0,0,3,0,0,0.0,40,34,6,1,0,
221,Jaylon Johnson\JohnJa13,CHI,21,RCB,13,13,0,0,0,0,15,,,,,,0.0,44,34,10,1,0,
222,Cameron Jordan*\JordCa00,NOR,31,LDE,16,16,0,0,0,0,3,1,0,0,0,0,7.5,51,34,17,11,16,
223,DeMarcus Lawrence\LawrDe00,DAL,28,DE,16,15,0,0,0,0,2,4,0,1,0,0,6.5,58,34,24,11,10,
224,Emmanuel Moseley\MoseEm00,SFO,24,rcb,12,8,1,51,0,51,9,,,,,,0.0,47,34,13,0,0,
225,Jason Pierre-Paul*\PierJa99,TAM,31,LOLB,16,16,2,15,0,15,6,4,0,2,6,0,9.5,55,34,21,7,14,
226,Brian Poole\PoolBr01,NYJ,28,cb,9,7,2,15,0,13,7,,,,,,1.0,44,34,10,2,2,
227,Malik Reed\ReedMa01,DEN,24,LOLB,16,13,0,0,0,0,1,1,0,0,0,0,8.0,53,34,19,8,17,
228,Darryl Roberts\RobeDa00,DET,30,db,11,5,1,6,0,6,6,,,,,,0.0,39,34,5,1,0,
229,John Simon\SimoJo01,NWE,30,RDE,16,16,0,0,0,0,3,,,,,,2.0,53,34,19,4,4,
230,Levi Wallace\WallLe00,BUF,25,RCB,12,12,2,0,0,0,8,,,,,,0.0,48,34,14,1,1,
231,Chris Claybrooks\ClayCh02,JAX,23,cb,13,4,0,0,0,0,3,0,1,0,0,0,0.0,39,33,6,1,0,
232,Keion Crossen\CrosKe00,HOU,24,cb,16,4,0,0,0,0,5,,,,,,0.0,46,33,13,0,0,
233,Myles Garrett *+\GarrMy00,CLE,25,LDE,14,14,0,0,0,0,2,4,0,2,0,0,12.0,48,33,15,10,18,
234,Bryce Hall\HallBr02,NYJ,23,lcb,8,7,1,20,0,20,3,,,,,,0.0,36,33,3,1,0,
235,Terez Hall\HallTe01,NWE,24,mlb,8,4,0,0,0,0,2,,,,,,0.0,50,33,17,0,0,
236,Sam Hubbard\HubbSa00,CIN,25,LDE,13,13,0,0,0,0,3,1,0,0,0,0,2.0,62,33,29,5,11,
237,Linval Joseph\JoseLi99,LAC,32,RDT,16,16,,,,,,,,,,,0.0,62,33,29,3,2,
238,Jimmy Moreland\MoreJi00,WAS,25,db,16,5,1,32,0,32,1,1,0,0,0,0,0.5,44,33,11,1,2,
239,Ryan Neal\NealRy00,SEA,25,cb,13,4,2,1,0,1,5,,,,,,0.0,44,33,11,3,0,1
240,Elandon Roberts\RobeEl00,MIA,26,LILB,13,11,,,,,,1,0,1,0,0,1.5,61,33,28,8,4,
241,Bradley Roby\RobyBr00,HOU,28,lcb,10,10,1,0,0,0,7,0,0,1,0,0,0.0,37,33,4,2,0,
242,Juan Thornhill\ThorJu00,KAN,25,fs,16,8,1,20,0,20,3,,,,,,0.0,41,33,8,0,1,
243,Stephon Tuitt\TuitSt00,PIT,27,DE,15,15,0,0,0,0,3,2,0,0,0,0,11.0,45,33,12,10,25,
244,Chase Winovich\WinoCh00,NWE,25,lde,16,9,1,0,0,0,2,1,0,0,0,0,5.5,48,33,15,6,12,
245,Mackensie Alexander\AlexMa01,CIN,27,rlb,13,10,1,21,0,21,6,,,,,,0.0,47,32,15,1,0,
246,Anthony Brown\BrowAn02,DAL,27,lcb,10,8,2,14,0,14,3,0,0,1,29,1,1.0,39,32,7,1,1,
247,L.J. Fort\FortL.00,BAL,30,rilb,14,8,0,0,0,0,2,1,0,2,24,1,0.0,53,32,21,2,1,
248,Nathan Gerry\GerrNa00,PHI,25,llb,7,7,0,0,0,0,2,,,,,,1.0,57,32,25,4,2,
249,Christian Jones\JoneCh05,DET,29,LLB,16,13,0,0,0,0,1,,,,,,0.0,57,32,25,2,1,
250,Matt Judon*\JudoMa00,BAL,28,ROLB,14,13,0,0,0,0,2,,,,,,6.0,50,32,18,9,21,1
251,Romeo Okwara\OkwaRo01,DET,25,rde,16,9,0,0,0,0,1,3,0,1,0,0,10.0,44,32,12,11,18,1
252,Taylor Rapp\RappTa00,LAR,23,ss,9,5,1,0,0,0,3,1,0,0,0,0,0.0,44,32,12,1,0,
253,Chandon Sullivan\SullCh00,GNB,24,db,16,10,1,7,1,7,6,,,,,,0.0,41,32,9,0,0,
254,Jahlani Tavai\TavaJa00,DET,24,mlb,16,10,,,,,,2,0,1,0,0,0.0,58,32,26,2,1,
255,Leighton Vander Esch\VandLe00,DAL,24,mlb,10,10,,,,,,1,0,0,0,0,1.0,60,32,28,1,1,
256,Quinnen Williams\WillQu00,NYJ,23,RDE,13,13,0,0,0,0,3,2,0,0,0,0,7.0,55,32,23,10,14,
257,Chase Young *\YounCh04,WAS,21,LDE,15,15,0,0,0,0,4,4,0,3,57,1,7.5,44,32,12,10,12,
258,Leonard Floyd\FloyLe00,LAR,28,ROLB,16,16,0,0,0,0,1,1,0,2,0,0,10.5,55,31,24,11,19,
259,Aldon Smith\SmitAl04,DAL,31,RDE,16,16,0,0,0,0,2,0,0,2,78,1,5.0,48,31,17,5,14,
260,L'Jarius Sneed\SneeLJ00,KAN,23,db,9,6,3,42,0,39,7,,,,,,2.0,41,31,10,2,3,
261,Mykal Walker\WalkMy00,ATL,23,rlb,16,6,0,0,0,0,1,1,0,0,0,0,0.0,45,31,14,1,2,
262,P.J. Williams\WillP.00,NOR,27,fs,15,3,1,30,0,30,2,0,0,2,0,0,0.0,40,31,9,0,0,
263,Kenny Young\YounKe03,LAR,26,rilb,16,6,1,79,1,79,2,0,0,1,0,0,1.0,52,31,21,3,2,
264,Bashaud Breeland\BreeBa00,KAN,28,RCB,11,11,2,29,0,29,9,1,0,1,0,0,0.0,38,30,8,1,0,
265,Stephon Gilmore*\GilmSt00,NWE,30,RCB,11,11,1,15,0,15,3,1,0,0,0,0,0.0,37,30,7,1,0,
266,Cameron Heyward *\HeywCa01,PIT,31,DT,15,15,1,0,0,0,3,,,,,,4.0,54,30,24,7,19,
267,Akiem Hicks\HickAk00,CHI,31,DE,15,15,0,0,0,0,1,0,0,1,4,0,3.5,49,30,19,7,21,
268,Alex Highsmith\HighAl02,PIT,23,rolb,16,5,1,2,0,2,1,,,,,,2.0,48,30,18,5,6,
269,Kerry Hyder\HydeKe01,SFO,29,RDE,16,14,,,,,,0,0,1,14,0,8.5,49,30,19,10,18,
270,Dexter Lawrence\LawrDe03,NYG,23,LDE,16,15,0,0,0,0,2,,,,,,4.0,53,30,23,6,10,
271,David Long\LongDa04,TEN,24,rilb,14,5,0,0,0,0,2,1,0,0,0,0,0.0,54,30,24,2,0,
272,Jason McCourty\McCoJa99,NWE,33,LCB,16,11,0,0,0,0,3,,,,,,0.0,42,30,12,0,0,
273,Darius Phillips\PhilDa02,CIN,25,lcb,12,8,1,21,0,21,12,2,0,0,0,0,0.0,38,30,8,2,2,
274,Reggie Ragland\RaglRe00,DET,27,mlb,16,6,0,0,0,0,1,1,0,0,0,0,1.0,52,30,22,4,3,
275,Duke Riley\RileDu00,PHI,26,rlb,13,8,1,7,0,7,1,1,0,0,0,0,0.5,55,30,25,2,1,
276,Zach Sieler\SielZa00,MIA,25,lde,16,8,,,,,,,,,,,3.5,48,30,18,11,11,
277,Joe Thomas\ThomJo04,DAL,29,,15,4,0,0,0,0,2,,,,,,0.0,48,30,18,3,2,
278,Darian Thompson\ThomDa05,DAL,27,ss,15,7,1,3,0,3,1,1,0,0,0,0,0.0,43,30,13,0,1,
279,Arik Armstead\ArmsAr01,SFO,27,LDE,16,16,0,0,0,0,3,,,,,,3.5,49,29,20,6,13,
280,Chidobe Awuzie\AwuzCh00,DAL,25,db,8,6,1,0,0,0,5,0,0,1,0,0,0.0,38,29,9,0,0,
281,Joey Bosa*\BosaJo00,LAC,25,lde,12,10,0,0,0,0,1,0,0,1,0,0,7.5,39,29,10,15,27,
282,Willie Gay Jr.\GayJWi00,KAN,22,rlb,16,8,0,0,0,0,3,1,0,0,0,0,1.0,39,29,10,3,1,
283,DaQuan Jones\JoneDa04,TEN,29,NT,16,16,,,,,,1,0,0,0,0,2.0,49,29,20,4,6,
284,Khalil Mack*\MackKh00,CHI,29,LOLB,16,16,1,33,0,33,3,3,0,2,0,0,9.0,50,29,21,11,13,1
285,Ben Niemann\NiemBe00,KAN,25,lb,15,5,,,,,,1,0,2,0,0,1.0,44,29,15,3,3,
286,Preston Smith\SmitPr00,GNB,28,LOLB,16,13,0,0,0,0,3,0,0,1,14,1,4.0,42,29,13,7,11,
287,Tavierre Thomas\ThomTa01,CLE,24,cb,16,3,,,,,,1,0,1,0,0,1.0,30,29,1,2,1,
288,Andrew Van Ginkel\VanGAn00,MIA,25,LOLB,16,11,0,0,0,0,4,3,0,1,78,1,5.5,48,29,19,7,10,
289,Nick Vigil\VigiNi00,LAC,27,olb,15,2,0,0,0,0,1,1,0,2,44,0,2.0,50,29,21,3,0,
290,Leonard Williams\WillLe02,NYG,26,DT,16,12,0,0,0,0,1,0,0,1,0,0,11.5,57,29,28,14,30,
291,Isaac Yiadom\YiadIs00,NYG,24,rcb,16,10,0,0,0,0,5,1,0,0,0,0,0.5,46,29,17,0,1,
292,Kenny Clark\ClarKe01,GNB,25,NT,13,13,,,,,,,,,,,2.0,42,28,14,3,6,
293,Fletcher Cox*\CoxxFl00,PHI,30,RDT,15,15,0,0,0,0,1,1,0,0,0,0,6.5,41,28,13,9,9,
294,Darqueze Dennard\DennDa00,ATL,29,cb,8,6,1,0,0,0,5,,,,,,0.0,36,28,8,2,0,
295,Quinton Dunbar\DunbQu00,SEA,28,rcb,6,6,1,0,0,0,5,,,,,,0.0,30,28,2,2,0,
296,Corn Elder\EldeCo00,CAR,26,cb,16,1,0,0,0,0,3,1,0,0,0,0,0.0,40,28,12,1,0,
297,Raven Greene\GreeRa02,GNB,25,,10,0,1,17,0,17,5,1,0,0,0,0,1.5,44,28,16,1,3,
298,Jeff Heath\HeatJe00,LVR,29,fs,13,5,3,89,0,47,4,,,,,,0.0,37,28,9,1,1,
299,Byron Jones\JoneBy00,MIA,28,LCB,14,14,2,15,0,15,4,1,1,0,0,0,0.0,37,28,9,0,0,
300,Johnathan Joseph\JoseJo20,2TM,36,,11,6,1,5,0,5,6,1,0,0,0,0,0.0,32,28,4,2,0,
301,Montez Sweat\SweaMo00,WAS,24,RDE,16,16,1,15,1,15,6,2,0,0,0,0,9.0,45,28,17,12,20,
302,Christian Wilkins\WilkCh00,MIA,25,LDE,14,12,1,8,0,8,5,0,0,1,0,0,1.5,47,28,19,4,3,
303,Aaron Donald*+\DonaAa00,LAR,29,DT,16,16,0,0,0,0,1,4,0,1,0,0,13.5,45,27,18,14,28,
304,Rashad Fenton\FentRa00,KAN,23,cb,16,3,1,31,0,31,7,,,,,,0.0,35,27,8,1,0,
305,Johnathan Hankins\HankJo00,LVR,28,LDT,16,16,,,,,,0,0,1,0,0,1.0,48,27,21,1,4,
306,Marcell Harris\HarrMa03,SFO,26,ss,16,4,0,0,0,0,3,2,0,2,0,0,0.0,37,27,10,0,0,
307,C.J. Henderson\HendCJ00,JAX,22,lcb,8,8,1,22,0,22,6,1,0,0,0,0,0.0,36,27,9,0,0,
308,Grady Jarrett*\JarrGr00,ATL,27,LDT,16,16,,,,,,0,0,1,3,0,4.0,52,27,25,8,21,
309,Will Parks\ParkWi01,2TM,26,,10,3,,,,,,,,,,,1.0,31,27,4,3,1,
310,Daron Payne\PaynDa00,WAS,23,LDT,16,16,1,0,0,0,4,3,0,1,0,0,3.0,54,27,27,7,8,
311,Troy Pride Jr.\PridTr00,CAR,22,rcb,14,8,0,0,0,0,2,,,,,,0.0,42,27,15,1,0,
312,Ndamukong Suh\SuhxNd99,TAM,33,LDE,16,16,0,0,0,0,2,1,0,0,0,0,6.0,44,27,17,9,19,
313,Ty Summers\SummTy00,GNB,25,ilb,16,1,0,0,0,0,1,,,,,,0.0,39,27,12,0,0,
314,Cameron Sutton\SuttCa00,PIT,25,db,16,6,1,0,0,0,8,3,0,1,0,0,1.0,30,27,3,1,0,
315,Tahir Whitehead\WhitTa00,CAR,30,mlb,14,9,1,0,0,0,1,0,0,1,10,0,0.0,51,27,24,0,1,
316,Deatrich Wise Jr.\WiseDe00,NWE,26,lde,16,7,,,,,,0,0,1,0,1,2.5,49,27,22,2,11,
317,Bradley Chubb*\ChubBr00,DEN,24,ROLB,14,14,,,,,,1,0,0,0,0,7.5,42,26,16,9,19,
318,Will Harris\HarrWi02,DET,25,ss,16,5,0,0,0,0,1,,,,,,0.0,35,26,9,0,0,
319,Malik Harrison\HarrMa06,BAL,22,rilb,16,6,0,0,0,0,1,,,,,,0.0,44,26,18,1,0,
320,Lamar Jackson\JackLa02,NYJ,22,db,13,6,0,0,0,0,2,,,,,,0.0,28,26,2,1,0,
321,Dre'Mont Jones\JoneDr00,DEN,23,rde,13,8,0,0,0,0,2,,,,,,6.5,41,26,15,7,11,
322,Pernell McPhee\McPhPe00,BAL,32,LOLB,15,13,0,0,0,0,1,,,,,,3.0,34,26,8,3,15,
323,Troy Apke\ApkeTr00,WAS,25,fs,16,7,0,0,0,0,2,,,,,,0.0,35,25,10,0,0,
324,T.J. Carrie\CarrTr00,IND,30,cb,15,2,2,47,1,47,8,0,1,1,25,0,0.0,32,25,7,1,0,
325,Ashtyn Davis\DaviAs00,NYJ,24,ss,10,6,0,0,0,0,1,0,0,1,0,0,0.0,36,25,11,1,0,
326,Jarrad Davis\DaviJa01,DET,26,mlb,14,4,,,,,,2,0,0,0,0,0.5,46,25,21,1,4,
327,Devante Downs\DownDe00,NYG,25,lb,16,8,0,0,0,0,1,0,0,1,0,0,0.0,33,25,8,0,1,
328,Poona Ford\FordPo00,SEA,25,NT,16,16,,,,,,1,0,0,0,0,2.0,40,25,15,8,9,
329,Chris Harris Jr.\HarrCh01,LAC,31,db,9,9,1,51,0,51,2,,,,,,0.5,37,25,12,1,1,
330,Emmanuel Ogbah\OgbaEm00,MIA,27,RDE,16,12,0,0,0,0,5,3,0,1,0,0,9.0,42,25,17,6,21,
331,Denzel Perryman\PerrDe00,LAC,28,db,13,6,0,0,0,0,1,1,0,0,0,0,1.0,48,25,23,3,2,
332,Dalvin Tomlinson\TomlDa00,NYG,26,NT,16,16,0,0,0,0,4,,,,,,3.5,49,25,24,8,10,
333,Jeremiah Attaochu\AttaJe00,DEN,27,olb,13,5,,,,,,1,0,0,0,0,5.0,31,24,7,6,9,
334,Cody Barton\BartCo00,SEA,24,mlb,16,2,,,,,,2,0,0,0,0,0.0,35,24,11,0,0,
335,Kris Boyd\BoydKr00,MIN,24,cb,10,5,0,0,0,0,2,1,0,0,0,0,0.0,34,24,10,1,0,
336,Landon Collins\CollLa00,WAS,26,ss,7,7,1,1,0,1,1,1,0,0,0,0,2.0,41,24,17,3,1,
337,William Gholston\GholWi00,TAM,29,RDE,16,12,0,0,0,0,2,0,0,1,1,0,3.0,44,24,20,8,20,
338,Ronnie Harrison\HarrRo02,CLE,23,ss,11,7,1,47,1,47,7,0,0,1,0,0,1.0,38,24,14,0,1,
339,Jeffery Simmons\SimmJe01,TEN,23,DT,15,15,0,0,0,0,5,1,0,3,0,0,3.0,49,24,25,3,14,
340,Josh Sweat\SweaJo00,PHI,23,de,14,3,0,0,0,0,2,3,0,0,0,0,6.0,38,24,14,9,12,
341,Jacob Tuioti-Mariner\TuioJa00,ATL,24,,16,0,0,0,0,0,2,1,0,3,1,0,1.0,31,24,7,1,5,
342,Olivier Vernon\VernOl00,CLE,30,RDE,14,13,0,0,0,0,3,1,0,1,0,0,9.0,36,24,12,12,16,1
343,Mack Wilson\WilsMa03,CLE,22,llb,13,8,0,0,0,0,2,,,,,,0.0,39,24,15,1,0,
344,Bud Dupree\DuprAl00,PIT,27,ROLB,11,11,0,0,0,0,2,2,0,0,0,0,8.0,31,23,8,8,15,
345,Deshazor Everett\EverDe01,WAS,28,fs,11,6,0,0,0,0,4,1,0,0,0,0,0.0,31,23,8,0,0,
346,Kyler Fackrell\FackKy00,NYG,29,rolb,12,9,1,46,1,46,2,1,0,0,0,0,4.0,34,23,11,7,10,
347,Darnay Holmes\HolmDa01,NYG,22,db,12,5,1,0,0,0,5,0,0,1,0,0,0.5,30,23,7,0,2,
348,Chris Jones*\JoneCh09,KAN,26,LDT,15,14,0,0,0,0,4,2,0,0,0,0,7.5,36,23,13,3,28,1
349,Arthur Maulet\MaulAr00,NYJ,27,ss,11,5,1,20,0,20,5,,,,,,1.0,29,23,6,0,1,
